CNU-S-C-1A,0.460972727273,0.417675757576,0.427775757576
CNU-S-C-2A,0.478342424242,0.385857575758,0.385857575758
CNU-S-C-3A,0.395624242424,0.351006060606,0.371209090909
CNU-S-C-4A,0.538772727273,0.451012121212,0.483842424242
FRDC-S-C-1A,0.68836969697,0.662124242424,0.694951515152
FRDC-S-C-2A,0.329893939394,0.483833333333,0.491409090909
FRDC-S-C-3A,0.68836969697,0.662124242424,0.694951515152
FRDC-S-C-4A,0.315851515152,0.456560606061,0.481812121212
FRDC-S-C-5A,0.333445454545,0.463127272727,0.473227272727
KLE-S-C-1A,0.5277,0.570709090909,0.643942424242
KLE-S-C-2A,0.51966969697,0.555557575758,0.628790909091
KLE-S-C-3A,0.421163636364,0.579803030303,0.635357575758
KLE-S-C-4A,0.424145454545,0.578287878788,0.641418181818
THUSAM-S-C-1A,0.363006060606,0.561112121212,0.61666969697
THUSAM-S-C-2A,0.248048484848,0.48283030303,0.551012121212
THUSAM-S-C-3A,0.156703030303,0.532324242424,0.565151515152
THUSAM-S-C-4A,0.156703030303,0.532324242424,0.565151515152
THUSAM-S-C-5A,0.2519,0.534848484848,0.610609090909
TUTA1-S-C-1A,0.110321212121,0.416666666667,0.452021212121
