runname,id,nDCG@0050,D#nDCG@0050,I-rec@0050
THUSAM-S-C-5A,0016,0.2877,0.364,0.4318
THUSAM-S-C-5A,0017,0.0926,0.1237,0.15
THUSAM-S-C-5A,0018,0.4309,0.4125,0.4167
THUSAM-S-C-5A,0019,0.7618,0.5827,0.4118
THUSAM-S-C-5A,0020,0.4893,0.5263,0.55
THUSAM-S-C-5A,0021,0.1477,0.2386,0.32
THUSAM-S-C-5A,0022,0.391,0.3239,0.2778
THUSAM-S-C-5A,0023,0.6783,0.4553,0.25
THUSAM-S-C-5A,0024,0.3408,0.3092,0.2857
THUSAM-S-C-5A,0025,0.6219,0.6233,0.6364
THUSAM-S-C-5A,0026,0.5262,0.4533,0.4
THUSAM-S-C-5A,0027,0.8772,0.735,0.6
THUSAM-S-C-5A,0028,0.6798,0.6279,0.5926
THUSAM-S-C-5A,0029,0.4101,0.4424,0.48
THUSAM-S-C-5A,0030,0.3164,0.3238,0.36
THUSAM-S-C-5A,0031,0.2669,0.1938,0.1429
THUSAM-S-C-5A,0032,0.6597,0.6788,0.6923
THUSAM-S-C-5A,0033,0.0,0.0,0.0
THUSAM-S-C-3A,0001,0.7142,0.5691,0.4286
THUSAM-S-C-3A,0002,0.5665,0.6316,0.7143
THUSAM-S-C-3A,0003,0.2636,0.4012,0.5385
THUSAM-S-C-3A,0004,0.5118,0.4574,0.425
THUSAM-S-C-3A,0005,0.6581,0.5604,0.4762
THUSAM-S-C-3A,0006,0.4311,0.3801,0.35
THUSAM-S-C-3A,0007,0.4949,0.4131,0.3478
THUSAM-S-C-3A,0008,0.6055,0.5427,0.5
THUSAM-S-C-3A,0009,0.2708,0.3669,0.4615
THUSAM-S-C-3A,0010,0.4934,0.6232,0.75
THUSAM-S-C-3A,0011,0.3979,0.3392,0.3125
THUSAM-S-C-3A,0012,0.5477,0.4655,0.4
THUSAM-S-C-3A,0013,0.5751,0.6093,0.6667
THUSAM-S-C-3A,0014,0.4463,0.4491,0.48
THUSAM-S-C-3A,0015,0.6321,0.6299,0.6471
THUSAM-S-C-3A,0016,0.1645,0.1569,0.1591
THUSAM-S-C-3A,0017,0.0626,0.0832,0.1
THUSAM-S-C-3A,0018,0.3036,0.2657,0.25
THUSAM-S-C-3A,0019,0.492,0.3814,0.2941
THUSAM-S-C-3A,0020,0.5142,0.4884,0.45
THUSAM-S-C-3A,0021,0.1144,0.1177,0.12
THUSAM-S-C-3A,0022,0.4932,0.3216,0.1667
THUSAM-S-C-3A,0023,0.4729,0.3478,0.25
THUSAM-S-C-3A,0024,0.1948,0.2153,0.2571
THUSAM-S-C-3A,0025,0.6202,0.6219,0.6364
THUSAM-S-C-3A,0026,0.4768,0.454,0.45
THUSAM-S-C-3A,0027,0.5308,0.5528,0.6
THUSAM-S-C-3A,0028,0.5484,0.467,0.4074
THUSAM-S-C-3A,0029,0.2655,0.2812,0.32
THUSAM-S-C-3A,0030,0.3164,0.3238,0.36
THUSAM-S-C-3A,0031,0.2845,0.2387,0.2143
THUSAM-S-C-3A,0032,0.4812,0.382,0.3077
THUSAM-S-C-3A,0033,0.0,0.0,0.0
THUSAM-S-C-2A,0001,0.541,0.5133,0.5
THUSAM-S-C-2A,0002,0.4446,0.3536,0.2857
THUSAM-S-C-2A,0003,0.436,0.5733,0.6923
THUSAM-S-C-2A,0004,0.335,0.1939,0.075
THUSAM-S-C-2A,0005,0.6777,0.5933,0.5238
THUSAM-S-C-2A,0006,0.4387,0.4099,0.4
THUSAM-S-C-2A,0007,0.4361,0.3579,0.3043
THUSAM-S-C-2A,0008,0.682,0.583,0.5
THUSAM-S-C-2A,0009,0.3479,0.4029,0.4615
THUSAM-S-C-2A,0010,0.6428,0.6623,0.6875
THUSAM-S-C-2A,0011,0.4458,0.4128,0.375
THUSAM-S-C-2A,0012,0.7868,0.6576,0.5333
THUSAM-S-C-2A,0013,0.8312,0.913,1.0
THUSAM-S-C-2A,0014,0.41,0.3506,0.28
THUSAM-S-C-2A,0015,0.5481,0.6227,0.7059
THUSAM-S-C-2A,0016,0.3205,0.4354,0.5455
THUSAM-S-C-2A,0017,0.3162,0.2967,0.3
THUSAM-S-C-2A,0018,0.5945,0.5371,0.5
THUSAM-S-C-2A,0019,0.6665,0.4435,0.2353
THUSAM-S-C-2A,0020,0.4922,0.4796,0.45
THUSAM-S-C-2A,0021,0.25,0.3268,0.4
THUSAM-S-C-2A,0022,0.0417,0.0442,0.0556
THUSAM-S-C-2A,0023,0.7765,0.5697,0.375
THUSAM-S-C-2A,0024,0.4449,0.3277,0.2286
THUSAM-S-C-2A,0025,0.9016,0.7725,0.6364
THUSAM-S-C-2A,0026,0.4123,0.526,0.65
THUSAM-S-C-2A,0027,0.8492,0.6203,0.4
THUSAM-S-C-2A,0028,0.5264,0.4365,0.3704
THUSAM-S-C-2A,0029,0.5785,0.5232,0.48
THUSAM-S-C-2A,0030,0.3678,0.4342,0.52
THUSAM-S-C-2A,0031,0.2627,0.3109,0.3571
THUSAM-S-C-2A,0032,0.6054,0.6045,0.6154
THUSAM-S-C-2A,0033,0.0,0.0,0.0
THUSAM-S-C-1A,0001,0.6962,0.6636,0.6429
THUSAM-S-C-1A,0002,0.4151,0.6025,0.7857
THUSAM-S-C-1A,0003,0.3237,0.4368,0.5385
THUSAM-S-C-1A,0004,0.401,0.3081,0.2
THUSAM-S-C-1A,0005,0.5822,0.4743,0.381
THUSAM-S-C-1A,0006,0.6776,0.5612,0.45
THUSAM-S-C-1A,0007,0.5289,0.4065,0.3043
THUSAM-S-C-1A,0008,0.8675,0.68,0.5
THUSAM-S-C-1A,0009,0.3343,0.4297,0.5385
THUSAM-S-C-1A,0010,0.5465,0.6806,0.8125
THUSAM-S-C-1A,0011,0.5541,0.4329,0.3125
THUSAM-S-C-1A,0012,0.6856,0.5705,0.4667
THUSAM-S-C-1A,0013,0.8955,0.947,1.0
THUSAM-S-C-1A,0014,0.3263,0.3016,0.28
THUSAM-S-C-1A,0015,0.5872,0.5866,0.5882
THUSAM-S-C-1A,0016,0.2878,0.28,0.25
THUSAM-S-C-1A,0017,0.2418,0.2981,0.35
THUSAM-S-C-1A,0018,0.49,0.4003,0.3333
THUSAM-S-C-1A,0019,0.6746,0.4184,0.1765
THUSAM-S-C-1A,0020,0.5543,0.4266,0.3
THUSAM-S-C-1A,0021,0.3107,0.2388,0.16
THUSAM-S-C-1A,0022,0.6465,0.5776,0.5
THUSAM-S-C-1A,0023,0.7679,0.5655,0.375
THUSAM-S-C-1A,0024,0.3991,0.278,0.1714
THUSAM-S-C-1A,0025,0.3643,0.3502,0.3636
THUSAM-S-C-1A,0026,0.3121,0.4059,0.5
THUSAM-S-C-1A,0027,0.7935,0.6909,0.6
THUSAM-S-C-1A,0028,0.7258,0.4867,0.2593
THUSAM-S-C-1A,0029,0.7028,0.5903,0.48
THUSAM-S-C-1A,0030,0.4298,0.3538,0.28
THUSAM-S-C-1A,0031,0.2846,0.3151,0.3571
THUSAM-S-C-1A,0032,0.6356,0.5325,0.4231
THUSAM-S-C-1A,0033,0.0,0.0,0.0
CNU-S-C-1A,0001,0.2799,0.3085,0.3571
CNU-S-C-1A,0002,0.3116,0.3567,0.4286
CNU-S-C-1A,0003,0.3547,0.3536,0.3846
CNU-S-C-1A,0004,0.2197,0.1217,0.05
CNU-S-C-1A,0005,0.2481,0.2167,0.1905
CNU-S-C-1A,0006,0.2688,0.2742,0.3
CNU-S-C-1A,0007,0.0632,0.0555,0.0435
CNU-S-C-1A,0008,0.0729,0.2888,0.5
CNU-S-C-1A,0009,0.0632,0.0663,0.0769
CNU-S-C-1A,0010,0.1114,0.1789,0.25
CNU-S-C-1A,0011,0.2619,0.242,0.25
CNU-S-C-1A,0012,0.2324,0.2036,0.2
CNU-S-C-1A,0013,0.3633,0.6675,1.0
CNU-S-C-1A,0014,0.3715,0.2103,0.08
CNU-S-C-1A,0015,0.2997,0.282,0.2941
CNU-S-C-1A,0016,0.0964,0.0749,0.0682
CNU-S-C-1A,0017,0.0561,0.0491,0.05
CNU-S-C-1A,0018,0.0,0.0,0.0
CNU-S-C-1A,0019,0.3176,0.2341,0.1765
CNU-S-C-1A,0020,0.2407,0.3094,0.4
CNU-S-C-1A,0021,0.1618,0.1722,0.2
CNU-S-C-1A,0022,0.2946,0.2478,0.2222
CNU-S-C-1A,0023,0.1656,0.1644,0.1875
CNU-S-C-1A,0024,0.1456,0.1631,0.2
CNU-S-C-1A,0025,0.0506,0.0724,0.0909
CNU-S-C-1A,0026,0.1451,0.2201,0.3
CNU-S-C-1A,0027,0.3798,0.3746,0.4
CNU-S-C-1A,0028,0.3512,0.2328,0.1481
CNU-S-C-1A,0029,0.071,0.0911,0.12
CNU-S-C-1A,0030,0.0304,0.1152,0.2
CNU-S-C-1A,0031,0.1808,0.1901,0.2143
CNU-S-C-1A,0032,0.2887,0.2122,0.1538
CNU-S-C-1A,0033,0.0,0.0,0.0
