runname,h-score,f-score,s-score,h-measure
KLE-S-J-1A,0.179402427647,0.440261111111,0.462455882353,0.0864388286715
KLE-S-J-2A,0.186748366,0.435255555556,0.469723529412,0.0907111780978
KLE-S-J-3A,0.203006535971,0.448111111111,0.508588235294,0.104375640537
KLE-S-J-4A,0.202549019618,0.401205555556,0.499726470588,0.101447578436
KUIDL-S-J-1A,0.270184197382,0.272272222222,0.284755882353,0.0851905404571
