KLE-S-J-2A,126,0.9061,0.7606,0.6,0.534,0.6539,0.75,0.28,0.183092
KLE-S-J-2A,127,0.7437,0.7492,0.75,0.5606,0.5714,0.5909,0.26,0.148564
KLE-S-J-2A,128,0.6944,0.7643,0.8,0.3095,0.5181,0.7222,0.32,0.165792
KLE-S-J-2A,129,0.319,0.3174,0.25,0.1162,0.307,0.5,0.02,0.00614
KLE-S-J-2A,130,0.5688,0.5186,0.5,0.2059,0.3611,0.5,0.225,0.0812475
KLE-S-J-2A,131,0.4921,0.5414,0.6,0.3621,0.4596,0.55,0.2,0.09192
KLE-S-J-2A,132,0.1808,0.195,0.2,0.3097,0.4091,0.4737,0.16,0.065456
KLE-S-J-2A,133,0.3824,0.3148,0.25,0.1798,0.4865,0.7692,0.3,0.14595
KLE-S-J-2A,134,0.2085,0.2789,0.3333,0.2822,0.6652,1,0,0.0
KLE-S-J-3A,101,0.5739,0.5615,0.6,0.2501,0.5164,0.75,0.08,0.043116
KLE-S-J-3A,102,0.3457,0.4138,0.5,0.1259,0.4064,0.6667,0.2,0.08202
KLE-S-J-3A,103,0.4307,0.6935,1,0.1914,0.6165,1,0.066666667,0.043666666885
KLE-S-J-3A,104,0.1697,0.2046,0.25,0.4303,0.5877,0.7273,0.1,0.039615
KLE-S-J-3A,105,0.3485,0.5285,0.6667,0.459,0.5494,0.6667,0.16,0.086232
KLE-S-J-3A,106,0.4028,0.5598,0.75,0.4059,0.6198,0.7895,0.2,0.11796
KLE-S-J-3A,107,0.2558,0.3817,0.5,0.1652,0.2464,0.3077,0.12,0.037686
KLE-S-J-3A,108,0.6177,0.4512,0.4,0.4866,0.4759,0.4706,0.34,0.157607
KLE-S-J-3A,109,0.61,0.6022,0.5,0.4043,0.4698,0.5714,0.14,0.07504
KLE-S-J-3A,110,0.2528,0.3273,0.4,0.3463,0.6343,0.8889,0.12,0.057696
KLE-S-J-3A,111,0.3829,0.4682,0.5,0.1996,0.3314,0.4444,0.32,0.127936
KLE-S-J-3A,112,0.4959,0.6227,0.75,0.2206,0.4362,0.625,0.12,0.063534
KLE-S-J-3A,113,0,0,0,0.2027,0.4557,0.6667,0,0.0
KLE-S-J-3A,114,0.1446,0.2823,0.4,0.2171,0.4106,0.5714,0.04,0.013858
KLE-S-J-3A,115,0.3478,0.531,0.6667,0.2475,0.3423,0.4167,0.08,0.034932
KLE-S-J-3A,116,0.4499,0.5044,0.6,0.6226,0.6516,0.6842,0.42,0.24276
KLE-S-J-3A,117,0.3468,0.3748,0.4,0.271,0.5051,0.7273,0.44,0.193578
KLE-S-J-3A,118,0.6475,0.5585,0.4,0.2525,0.4165,0.5625,0.26,0.12675
KLE-S-J-3A,119,0.2909,0.3525,0.4,0.4223,0.5063,0.56,0.28,0.141764
KLE-S-J-3A,120,0.2314,0.2217,0.25,0.5424,0.6069,0.65,0.286666667,0.173978000202
KLE-S-J-3A,121,0.3878,0.4659,0.5,0.2877,0.3761,0.4375,0.24,0.090264
KLE-S-J-3A,122,0.4618,0.5,0.6,0.3543,0.4564,0.5385,0.3,0.13692
KLE-S-J-3A,123,0.5696,0.5914,0.6,0.3417,0.5453,0.7143,0.348888889,0.190249111172
KLE-S-J-3A,124,0.3429,0.2721,0.2,0.3147,0.4728,0.6,0.12,0.056736
KLE-S-J-3A,125,0.314,0.2747,0.2,0.4935,0.584,0.6522,0.26,0.15184
KLE-S-J-3A,126,0.7835,0.8062,0.8,0.3904,0.5339,0.65,0.32,0.170848
KLE-S-J-3A,127,0.6045,0.6744,0.75,0.5721,0.6575,0.7273,0.5,0.32875
KLE-S-J-3A,128,0.2045,0.3174,0.4,0.3427,0.5896,0.8333,0.16,0.094336
KLE-S-J-3A,129,0.6798,0.7498,0.75,0.2937,0.6694,1,0.2,0.13388
KLE-S-J-3A,130,0.1484,0.182,0.25,0.2548,0.5151,0.75,0.04,0.020604
KLE-S-J-3A,131,0.2938,0.3518,0.4,0.4496,0.5423,0.65,0.28,0.151844
KLE-S-J-3A,132,0.2304,0.2174,0.2,0.5113,0.5069,0.5263,0.14,0.070966
KLE-S-J-3A,133,0.4312,0.4398,0.5,0.1998,0.4173,0.6154,0.22,0.091806
KLE-S-J-3A,134,0.1816,0.2603,0.3333,0.5137,0.6402,0.75,0,0.0
KLE-S-J-4A,101,0.5739,0.5615,0.6,0.2322,0.5061,0.75,0.08,0.042704
KLE-S-J-4A,102,0.3457,0.4138,0.5,0.1259,0.4064,0.6667,0.2,0.08202
KLE-S-J-4A,103,0,0,0,0.1983,0.6206,1,0,0.0
KLE-S-J-4A,104,0.1697,0.2046,0.25,0.4303,0.5877,0.7273,0.1,0.039615
KLE-S-J-4A,105,0.3485,0.5285,0.6667,0.459,0.5494,0.6667,0.16,0.086232
KLE-S-J-4A,106,0.4028,0.5598,0.75,0.4068,0.6202,0.7895,0.2,0.118
KLE-S-J-4A,107,0.2286,0.3669,0.5,0.1957,0.3019,0.3846,0.1,0.03344
KLE-S-J-4A,108,0.6177,0.4512,0.4,0.4866,0.4759,0.4706,0.34,0.157607
KLE-S-J-4A,109,0.4437,0.3912,0.25,0.4053,0.4703,0.5714,0.08,0.03446
KLE-S-J-4A,110,0.2182,0.3155,0.4,0.321,0.5627,0.7778,0.1,0.04391
KLE-S-J-4A,111,0.3829,0.4682,0.5,0.1996,0.3314,0.4444,0.32,0.127936
KLE-S-J-4A,112,0.4959,0.6227,0.75,0.1982,0.4234,0.625,0.08,0.041844
KLE-S-J-4A,113,0,0,0,0.2027,0.4557,0.6667,0,0.0
KLE-S-J-4A,114,0.1446,0.2823,0.4,0.2171,0.4106,0.5714,0.06,0.020787
KLE-S-J-4A,115,0.554,0.6178,0.6667,0.2343,0.335,0.4167,0.22,0.104808
KLE-S-J-4A,116,0.4499,0.5044,0.6,0.6253,0.6795,0.7368,0.42,0.248619
KLE-S-J-4A,117,0.3468,0.3748,0.4,0.271,0.5051,0.7273,0.42,0.184779
KLE-S-J-4A,118,0.6475,0.5585,0.4,0.2383,0.3777,0.5,0.26,0.121706
KLE-S-J-4A,119,0.1918,0.1991,0.2,0.3917,0.4897,0.56,0.24,0.117528
KLE-S-J-4A,120,0.2314,0.2217,0.25,0.5414,0.6063,0.65,0.2,0.12126
KLE-S-J-4A,121,0.3878,0.4659,0.5,0.257,0.359,0.4375,0.2,0.0718
KLE-S-J-4A,122,0.4618,0.5,0.6,0.3191,0.4379,0.5385,0.32,0.140128
KLE-S-J-4A,123,0.1332,0.1623,0.2,0.2605,0.3572,0.4286,0.12,0.042864
KLE-S-J-4A,124,0.2199,0.2923,0.4,0.3022,0.4657,0.6,0.16,0.074512
KLE-S-J-4A,125,0.4617,0.4424,0.4,0.3592,0.4698,0.5652,0.32,0.150336
KLE-S-J-4A,126,0.6109,0.7018,0.8,0.3904,0.5339,0.65,0.34,0.181526
KLE-S-J-4A,127,0.5609,0.6596,0.75,0.6284,0.6769,0.7273,0.54,0.365526
KLE-S-J-4A,128,0.4388,0.5149,0.6,0.364,0.6286,0.8889,0.22,0.138292
KLE-S-J-4A,129,0.1196,0.1871,0.25,0.2957,0.6705,1,0.04,0.02682
KLE-S-J-4A,130,0.5094,0.3458,0.25,0.1882,0.2904,0.375,0.12,0.034848
KLE-S-J-4A,131,0.2461,0.3243,0.4,0.4496,0.5423,0.65,0.3,0.16269
KLE-S-J-4A,132,0.5921,0.4566,0.4,0.4929,0.4972,0.5263,0.206666667,0.102754666832
KLE-S-J-4A,133,0.1773,0.3373,0.5,0.224,0.5473,0.8462,0.42,0.229866
KLE-S-J-4A,134,0.3985,0.5091,0.6667,0.5712,0.7984,1,0,0.0
KUIDL-S-J-1A,101,0.2397,0.4185,0.6,0.196,0.2772,0.3333,0.444285714,0.154544785615
KUIDL-S-J-1A,102,0.023,0.1371,0.25,0.1664,0.1802,0.1667,0.630608974,0.100046113725
KUIDL-S-J-1A,103,0,0,0,0,0,0,0,0.0
KUIDL-S-J-1A,104,0.1308,0.3143,0.5,0.256,0.4066,0.5455,0.367156863,0.132341691268
KUIDL-S-J-1A,105,0.1425,0.3931,0.6667,0.0403,0.0637,0.0833,0.144047619,0.0329004761796
KUIDL-S-J-1A,106,0.1163,0.4409,0.75,0.1018,0.1608,0.2105,0.268518519,0.0807837964412
KUIDL-S-J-1A,107,0.1104,0.3127,0.5,0.2372,0.3983,0.5385,0.242222222,0.086109999921
KUIDL-S-J-1A,108,0.1895,0.3949,0.6,0.2605,0.3524,0.4118,0.392380952,0.146613142715
KUIDL-S-J-1A,109,0.0467,0.1472,0.25,0.1743,0.3075,0.4286,0.12,0.027282
KUIDL-S-J-1A,110,0.0575,0.122,0.2,0.2168,0.2248,0.2222,0.14,0.024276
KUIDL-S-J-1A,111,0.0258,0.1391,0.25,0.032,0.0738,0.1111,0.443174603,0.0471759364893
KUIDL-S-J-1A,112,0.1368,0.3174,0.5,0.1863,0.2923,0.375,0.044444444,0.0135488887534
KUIDL-S-J-1A,113,0.0868,0.2125,0.3333,0.0633,0.205,0.3333,0.085714286,0.0178928572025
KUIDL-S-J-1A,114,0.0638,0.1297,0.2,0.1014,0.2729,0.4286,0.335714286,0.0675792857718
KUIDL-S-J-1A,115,0.1853,0.5939,1,0.4424,0.5562,0.6667,0.273065476,0.157026301974
KUIDL-S-J-1A,116,0.0702,0.1426,0.2,0.1597,0.2138,0.2632,0.177777778,0.0316800000396
KUIDL-S-J-1A,117,0.1272,0.254,0.4,0.1674,0.3106,0.4545,0.142857143,0.0403285714689
KUIDL-S-J-1A,118,0.2405,0.431,0.6,0.2745,0.3003,0.3125,0.355714286,0.130066928676
KUIDL-S-J-1A,119,0.2113,0.5036,0.8,0.4095,0.4659,0.52,0.287222222,0.13381683323
KUIDL-S-J-1A,120,0.1361,0.3262,0.5,0.3118,0.3775,0.45,0.272222222,0.102763888805
KUIDL-S-J-1A,121,0.1534,0.3147,0.5,0.4526,0.5204,0.5625,0.33,0.171732
KUIDL-S-J-1A,122,0.1919,0.4839,0.8,0.4514,0.5219,0.5769,0.351746032,0.183576254101
KUIDL-S-J-1A,123,0,0,0,0.1064,0.1237,0.1429,0.191666667,0.0237091667079
KUIDL-S-J-1A,124,0.1852,0.3906,0.6,0.2236,0.3691,0.5,0.439236111,0.16212204857
KUIDL-S-J-1A,125,0.0863,0.2426,0.4,0.1509,0.2237,0.3043,0.193333333,0.0432486665921
KUIDL-S-J-1A,126,0.1226,0.3672,0.6,0.2327,0.2728,0.3,0.225714286,0.0615748572208
KUIDL-S-J-1A,127,0.1151,0.3035,0.5,0.1963,0.2589,0.3182,0.433333333,0.112189999914
KUIDL-S-J-1A,128,0.1534,0.2769,0.4,0.3263,0.365,0.3889,0.38,0.1387
KUIDL-S-J-1A,129,0.1196,0.1705,0.25,0.2159,0.2009,0.1667,0.325,0.0652925
KUIDL-S-J-1A,130,0.089,0.1592,0.25,0.1661,0.2787,0.375,0.1,0.02787
KUIDL-S-J-1A,131,0.1094,0.2559,0.4,0.2718,0.3177,0.35,0.426666667,0.135552000106
KUIDL-S-J-1A,132,0.1775,0.3876,0.6,0.2331,0.4109,0.5789,0.266883117,0.109662272775
KUIDL-S-J-1A,133,0.196,0.3499,0.5,0.4781,0.3782,0.3077,0.355555556,0.134471111279
KUIDL-S-J-1A,134,0,0,0,0,0,0,0,0.0
