runname,h-score,f-score,s-score,h-measure
KLE-S-J-1A,0.175873015882,0.437164705882,0.450941176471,0.0852989463185
KLE-S-J-2A,0.186748366,0.450152941176,0.469723529412,0.0908108545684
KLE-S-J-3A,0.203006535971,0.441617647059,0.508588235294,0.103832699361
KLE-S-J-4A,0.202549019618,0.391952941176,0.499726470588,0.100756284319
KUIDL-S-J-1A,0.270184197382,0.262935294118,0.284755882353,0.084506836675
